song_id,track_id,song_name,danceability,duration,energy,loudness
'SOKRTAB12A8C1371C9','TRARGTV128F4274FB6',b"Ain't No Game",0.0,295.1571,0.0,-7.687
'SOIGFAH12A8AE4697D','TRARZMX128F4238B5A','TELL ME WHY',0.0,221.90975,0.0,-7.398
'SOGLXHC12A58A7C184','TRARZOS128F14A1E17','Czwarty',0.0,310.9873,0.0,-5.941
'SOSMUXL12A8C136808','TRARZFN128F42680B8','Washington Post (1998 Digital Remaster)',0.0,151.17016,0.0,-15.019
'SOYBJJE12A8C13CC79','TRARZBQ128F42649A6','No Pienses Asi',0.0,266.50077,0.0,-17.886
'SOQKFHB12AB0186B13','TRARZBX12903CD70DA','Cavalleria Rusticana',0.0,199.8624,0.0,-21.82
'SOYPBEP12A8AE4853A','TRARZKD128F425D64D','Forever',0.0,389.25016,0.0,-2.991
'SOAGBQA12AB0180400','TRARZBR128F934715D','Amor a Medias',0.0,253.90975,0.0,-5.548
'SOHKLCA12A8C1414A','TRARTJL128F92CB44','Raise Your Hands',0.0,311.27465,0.0,-4.857
'SOESBTV12A8C1407E','TRARTSA128F4291550','Champagne & Reefer',0.0,286.58893,0.0,-4.627
'SOEKXKK12A8C1367A0','TRARTCZ128F427A176',b"No More Doggin'",0.0,180.40118,0.0,-12.931
'SOCOSSE12AB01828C7','TRARTYH12903CF0056','I Need a Veggie',0.0,228.30975,0.0,-9.603
'SOBOJXY12A6D4F79A0','TRARTAR128F145F235','Uncle B.S. - 1963',0.0,100.67546,0.0,-12.36
'SOZNTZO12A8C13AA7E','TRARTHV128F429B77A','Woh\xc3\xa4r dr Wind w\xc3\xa4iht',0.0,203.04934,0.0,-7.222
'SOOLZKK12A58A80000','TRARSJD128F932BAF8','Unlearn',0.0,210.1024,0.0,-7.148
'SOFYJDL12A58A7DD52','TRARSAM128F4256E04','Vargbrodern Talar',0.0,92.76036,0.0,-6.769
'SOHPAVE12A8AE47190','TRARSZV12903CDB2DE','Meet Me in the City',0.0,190.06649,0.0,-14.023
'SOJCTES12AB01867CC','TRARSAW12903C9EDE','Drama  (LP Version)',0.0,226.0371,0.0,-4.945
'SOVGOOO12AB0182D50','TRARAKX12903CBADE2','So hell mit Klause Duo',0.0,225.59302,0.0,-7.486
'SOBJTHI12A8C133758','TRARAAG128F42437F','Concerto For Saxophone (Quartet Version): Movement IV',0.0,231.10485,0.0,-14.383
'SOBDENU12CF5465247','TRARANL128F1478789','Drones',0.0,181.57669,0.0,-3.696
'SOHVPTO12A8C138ADF','TRARATE128F92FE56A','Check the bom',0.0,358.89587,0.0,-5.613
'SOQXNQP12A8C134AD7','TRARAEG128F42647B2','Trying To Get To Heaven',0.0,320.70485,0.0,-14.089
'SOCIFIF12A8C1378E5','TRARFWJ128F9339D70','Birch',0.0,370.02404,0.0,-13.538
'SOWISQE12A6D4F7DB','TRARFXI128F1468CE3','Same Old Thing',0.0,356.25751,0.0,-11.893
'SOHKKXU12A67ADA08F','TRARFQL128F931E523','Voodoo Doll',0.0,263.05261,0.0,-6.502
'SOVKSAD12A8C142C13','TRARFAV128F428B7B2','Nerio Compra Una Contestadora',0.0,24.34567,0.0,-21.978
'SONUOBX12A8C141070','TRARFSI128F92C5B06','Killer (Single Version)',0.0,257.48853,0.0,-7.762
'SOLVAZN12AB017DBAD','TRARFSH128F92DFDED','Sunset Manifesto',0.0,160.91383,0.0,-6.103
'SOMWSER12AAF3B3B53','TRARFTH128F93052CF','Coming Back For More feat. Colin Corvez',0.0,323.60444,0.0,-11.556
'SORZLQQ12A8C137BB6','TRARFLF128F425B49','Paradise In Your Eyes',0.0,268.61669,0.0,-7.097
'SOQRRHL12AB017A67C','TRARFOC128F92ED401','The Way I Am',0.0,291.10812,0.0,-3.353
'SOMMZQP12AB0186FFE','TRARFCT12903CD3545',b"Can't Help Falling In Love",0.0,190.56281,0.0,-15.892
'SOMLDJP12A6D4FD967','TRAROOB128F424C74C','Drunk Driving Tip',0.0,44.93016,0.0,-15.497
'SOMXLQP12AB018284C','TRAROUS12903CF4F08',b"I'm In The Mood For Love",0.0,170.81424,0.0,-15.383
'SOAHNZK12A6D4F79A9','TRAROHB128F145CD83','Yesterdays',0.0,483.39546,0.0,-33.045
'SOOBOIA12AAF3B268E','TRAROQL128F92F7E7D','Concertino for Bass Trombone and Trombone Choir',0.0,600.11057,0.0,-22.54
'SOFPYLJ12A6D4F843F','TRAROSP128F1487270',b"Rachel's retribution",0.0,280.86812,0.0,-15.428
'SOWYFAX12A6D4F7A3D','TRARODV128F1460DBC',b"A Goodnight's Sleep",0.0,264.41098,0.0,-5.011
'SOOIZES12AB018A80F','TRAROFY12903CD2618','Mui Mal_ Animal',0.0,565.96853,0.0,-11.531
'SONZYRS12A8C141A13','TRAROPS128F92F09A5','Am I That Easy To Forget',0.0,140.38159,0.0,-13.338
'SOVMSTD12A6D4F9840','TRARHCB128F148D1B0','The Haunting',0.0,85.9424,0.0,-5.542
'SOGKLCE12AB0186FDC','TRARHFF128F933D378','Just Say Yes',0.0,152.94649,0.0,-9.428
'SOPQFFJ12AB0183400','TRARHXX128F93477A0','Faithkeeper_ Part 1',0.0,532.27057,0.0,-18.799
'SONNDTL12AB0187AC9','TRARMNI128F9336EF9','Afro Profondo',0.0,178.75546,0.0,-9.638
'SOMOKFH12A6D4F9EE6','TRARMUZ128F14AA0EA','Roller Derby',0.0,145.55383,0.0,-12.824
'SOZDDPQ12AF72A8BA8','TRARMYQ128F149F18A','Are You Ever Gonna Love Me?',0.0,232.64608,0.0,-6.349
'SOLCJWW12A8C137C98','TRARMYZ128F426150A','So deep',0.0,380.08118,0.0,-7.804
'SOGGBMU12A8C145B5D','TRARMRJ128F92EBD5C','Collecting Dust',0.0,204.9824,0.0,-6.024
'SOJVAAE12A8BED74B1','TRARMFD128F4231386','You Must Do Your Best Tonight / I Represent/Animal Crackers',0.0,116.37506,0.0,-14.639
'SOELVGK12A8C1337AF','TRARMRC128F424317A','Oh Scat Mix Up',0.0,78.21016,0.0,-3.716
'SOTPQFM12AB017AC9E','TRARMHA128F92E7D32',b"I'm Not A Loser",0.0,89.23383,0.0,-8.867
'SOWXSQT12A6D4FC02E','TRARJMX128F149BE14','T-Ball and Indian Guides (LP Version)',0.0,482.21995,0.0,-11.689
'SOCQEHT12AB017F37F','TRARJEM128F92E444D','Big Bounce',0.0,272.97914,0.0,-12.958
'SOWNOXA12AB0184353','TRARJPL128F931C7D2','Summer Summer',0.0,240.79628,0.0,-5.353
'SOGATPI12AC960DCAC','TRARJGM12903CF5DAC',b"Closin' Moes",0.0,253.85751,0.0,-9.924
'SONARPL12CF5465254','TRARCNN12903CD5262','Reuben James',0.0,167.00036,0.0,-14.406
'SOGQWTX12AB017FD78','TRARCZH12903CF7D2F','Rock Steady',0.0,229.58975,0.0,-8.064
'SOJWIXK12AB018D4B6','TRARCNT12903CC4767','The Waiting',0.0,145.3971,0.0,-6.264
'SOFSDOM12AB01830F1','TRARCSJ12903CA71D8','Grey Skies Turn Blue',0.0,183.97995,0.0,-3.861
'SOEZJIE12A8C1318B7','TRARDHN128F4243072','Wraparound Shades (Album)',0.0,228.46649,0.0,-8.394
'SOHUTJL12AB017CFDD','TRARDRG128F931766E','Champion (World)',0.0,264.09751,0.0,-15.991
'SOZFKKI12AB018602A','TRARDRX128F9325812','Satisfaction',0.0,265.32526,0.0,-6.145
'SOTNAWQ12AB01870F4','TRARDUI12903CBF6B6','Autofokus',0.0,231.18322,0.0,-4.547
'SOQLJZN12A8C141701','TRARDLO128F42A0469','King Jesus Is My Captain',0.0,183.27465,0.0,-18.697
'SOAAVJY12A58A8076E','TRARDSC128F148B688',b"I've Grown Accustomed To His Face I've Grown Accustomed To His Face",0.0,121.25995,0.0,-15.276
'SODVYMC12A8C139669','TRARVMO128F427DF04',b"She's My Mary",0.0,199.44444,0.0,-13.987
'SOUXPIR12A81C21E21','TRARVXR128F4236397','Amor que termin\xc3\xb3',0.0,179.56526,0.0,-11.163
'SOHGNJI12AB018217A','TRARVEY128F9300AC3','Red Sky',0.0,313.7824,0.0,-9.425
'SOCIKUA12AB0180275','TRARVJE128F93127EF','Symphony No. 7 in A Major_ Op. 92: I. Poco sostenuto - Vivace',0.0,770.35057,0.0,-18.427
'SOBEDLB12AB017E86C','TRARVCC128F930733D','Shouther to Shouther (Shoulder to Shoulder)',0.0,224.62649,0.0,-23.214
'SOPXSOJ12A81C209E2','TRARVDX128F424A397','Suicide',0.0,170.1873,0.0,-4.149
'SOZIQWL12AB01814C9','TRARQSR128F933A1BF','El Vino Triste',0.0,210.02404,0.0,-9.737
'SOAMBKN12A8C137A71','TRARQSD128F427E2AA','Wishlist',0.0,235.25832,0.0,-9.407
'SOZAMZG12A8C137339','TRARQGY128F425E599','Groovitation (Album Version)',0.0,371.33016,0.0,-16.532
'SOBJREC12A8C139A10','TRARXXW128F4294FE1','Virtuosite Musette',0.0,130.06322,0.0,-8.031
'SOHYLEY12A8C13F20D','TRARXGB128F42927B0','Porque Nos Queremos',0.0,212.53179,0.0,-6.159
'SODHXXN12AC46899D2','TRARXUA12903CE88EC','Grown & Sexy',0.0,203.31057,0.0,-10.629
'SOKLINL12A8C13447C','TRAREWD128F425AC6A',b"Wolf In Sheep's Clothing",0.0,170.4224,0.0,-6.15
'SOAHRPF12AC468D610','TRARESK12903D169F7','Pussy Hole',0.0,194.29832,0.0,-12.624
'SOGFGGL12A8AE47040','TRARESY128F42444FC','El Cumbanchero',0.0,156.62975,0.0,-11.793
'SOJSITS12AB01850A4','TRAREOY128F93199EF','Blackwood Moth',0.0,371.87873,0.0,-13.08
'SOQQXBH12A8C145D71','TRAREHS128F92F8E13','New Sensation',0.0,214.5171,0.0,-14.309
'SOLEFXD12AC3DFA062','TRAREDZ12903CFB6E3','Clever Girls Like Clever Boys Much More Than Clever Boys Like Clever Girls',0.0,247.24853,0.0,-5.603
'SOTGSMJ12A6D227171','TRARBFC128EF3500F8','Chatterbox',0.0,189.17832,0.0,-14.683
'SOZZWWW12A58A8146A','TRARBZK128F934549A','Style',0.0,182.15138,0.0,-8.649
'SOFEOZP12A6D4F9DF1','TRARBGR128F42264D1',b"It's My Party",0.0,140.2771,0.0,-7.541
'SOIBJTK12A8C143D5E','TRARBDK128F92C7F0','Wot U Say',0.0,191.99955,0.0,-8.862
'SOLCSWD12A6D4FA136','TRARBLB128F14AD018','Birth Of The Falls',0.0,123.68934,0.0,-16.039
'SOYOOPY12A58A7C4F8','TRARKDH128F4270965','Ithaki',0.0,177.44934,0.0,-14.236
'SOHMLNS12A58A7DA68','TRARKEH128F1463CB2','Delilah',0.0,316.81261,0.0,-12.936
'SOBCCVG12A8C13804C','TRARKSW128F42758D1','La Rosa (Live)',0.0,195.42159,0.0,-8.886
'SOYMUKA12A8C13C923','TRARKAN128F429AB6D','Our Lady Of Fatima',0.0,165.45914,0.0,-15.555
'SODRZXF12A6D4F89FE','TRARKTC128F4244934','Syv\xc3\xa4 meri (Oceano)',0.0,161.20118,0.0,-7.069
'SOERJUK12AF72A49F7','TRARKXM128F14911B0','I Got A Seecret',0.0,209.6322,0.0,-8.745
'SOJVFTP12A58A7A4D4','TRARKDV128F42500F2','Banda Yango',0.0,390.63465,0.0,-5.252
'SOZWZEH12AAF3B2578','TRARLOJ128F92DFA03','Pai Keros',0.0,251.08853,0.0,-12.538
'SOUAAMR12AB018C0B1','TRARYQP12903CA18A4','As We Lay',0.0,228.10077,0.0,-6.18
'SOBLYNT12A8C137046','TRARYKP128F9334BB1','Forever You Reign (Album)',0.0,268.43383,0.0,-4.714
'SODCBCN12AB01818EA','TRARYXL128F92F939E','The Anthem',0.0,298.1873,0.0,-6.125
'SOZEKTZ12AB0185274','TRARYHD128F9344512','Disco Trafiko',0.0,265.53424,0.0,-7.811
'SOOJCEQ12AB0189C25','TRARYDZ128F9355209','Rant Kanaria',0.0,211.25179,0.0,-10.321
'SOZAUAC12A8AE491A3','TRARPXT128F425FDF9','Polly',0.0,168.51546,0.0,-14.338
'SOHGWLG12A8AE484B4','TRARPGY128F425D48D',b"Ol' Frank",0.0,168.33261,0.0,-15.467
'SORNAKH12AF72A1FDE','TRARPWX128F92CD69C','The Chance',0.0,287.50322,0.0,-12.517
'SOCHIPS12AB017E780','TRARWSY128F92FE87E','Gavel Obliterated',0.0,226.11546,0.0,-7.551
'SOTKIHB12A8C13F653','TRARWFL128F42B4686','Aya Benzer 2003 (Moonlight)',0.0,239.12444,0.0,-5.254
'SOISSJU12A8C135C04','TRARWYG128F424D766','Fire in the Hole',0.0,274.46812,0.0,-8.545
'SOQIBIH12AB0186282','TRARWXF128F9353B37','So Different Blues',0.0,181.39383,0.0,-10.173
'SOCDVLZ12A8C13ECD2','TRARWUM128F42AC917','Cuantas Madres Llorando',0.0,172.72118,0.0,-5.013
'SORMKJM12AB017A911','TRARWYE128F92E6C27','Opening',0.0,163.21261,0.0,-29.054
'SOTZFYX12A6D4F71DE','TRARWQY128F1462A4C',b"Dipset (Santana's Town) (Skit)",0.0,79.64689,0.0,-19.771
'SOCXMVT12A67ADD8BA','TRARWMX128F9332CD0','Do You See The Light (Deep Ethno Mix)',0.0,293.92934,0.0,-13.615
'SOUPQHK12AB017CC62','TRARWXU128F92EC637','P\xc3\xa9p\xc3\xa8tes',0.0,304.16934,0.0,-6.997
'SOLYALY12AC3DF5182','TRARWHW12903CE84D3','Save My Soul (Cypher UK Radio Edit)',0.0,235.12771,0.0,-4.499
'SOBMAHU12AB017FA30','TRAUREN128F931F5A',b"It's Four In The Morning",0.0,159.79057,0.0,-23.907
'SOZVZWP12A58A7BAD1','TRAURQM128F423C581','Show Me (Acoustic Version)',0.0,117.78567,0.0,-15.808
'SOMSGDK12A8C14032F','TRAURJF128F428B618','Background Music: The Greatest Ever Punk Sing-Along! (Live)',0.0,266.57914,0.0,-19.468
'SOKTKHO12A58A7CDA5','TRAURSF12903CBFCBA','Climax (Instrumental Mix)',0.0,200.61995,0.0,-8.42
'SOLVZZO12A8C130E19','TRAURRP128F4261B94','Give It Up Or Let Me Go',0.0,296.30649,0.0,-6.98
'SOPWHEV12AB017DC10','TRAUUIF128F93232FE',b"Don't Know How To Be",0.0,215.40526,0.0,-5.66
'SOLXDDC12A6701FBFD','TRAUURC128E078EC6E',b"I'm Back",0.0,312.2673,0.0,-3.989
'SOOAUWY12A8C14301D','TRAUUQO128F4297426','Althea Cooley',0.0,27.6371,0.0,-14.629
'SOYHZYO12A8C1391D8','TRAUUEG128F428F323','Yearning Just For You',0.0,160.26077,0.0,-12.009
'SORWVEZ12A8C13C031','TRAUUYL128F9322F64','ONE WAY LOVE',0.0,276.13995,0.0,-3.856
'SOUJQJI12AB0183C80','TRAUUFZ128F933AB89','Canci\xc3\xb3n De T\xc3\xadteres',0.0,114.80771,0.0,-11.836
'SOCORMS12A67AE124F','TRAUUZF128EF347CD5',b"Devil's Daughter",0.0,262.97424,0.0,-8.737
'SOLMXIE12A8C1429A8','TRAUIOQ128F92EDC51','Question Authority',0.0,122.64444,0.0,-10.18
'SOZIQEG12A8AE46F8E','TRAUISB128F423D3F0','Loup Garou',0.0,291.91791,0.0,-13.75
'SOVKHXD12A67020C86','TRAUIYH128E078DA2F','So Many Reasons',0.0,168.77669,0.0,-13.478
'SOCHHXJ12A6D4F8E9','TRAUIMO128F147C31C','32 Lines (Album Version)',0.0,302.86322,0.0,-7.838
'SOCPWFB12A6D4FA899','TRAUIMQ128F14932D0','Levallois Monte Carlo',0.0,155.58485,0.0,-15.88
'SOZQJKU12A8C13A0C1','TRAUNPM12903CB7CCC','Fading Lady Light',0.0,220.52526,0.0,-8.365
'SOFKPLB12AC95F0493','TRAUNWX12903D01764','The Croppy Boy',0.0,283.55873,0.0,-21.999
'SOHMIMK12AB018A437','TRAUNNH12903CB038C','Many Are We',0.0,292.41424,0.0,-5.377
'SOTSHSR12AB01899B6','TRAUNND12903CD03BC','Play The Part',0.0,158.95465,0.0,-4.392
'SOAVTUX12AB0181896','TRAUNMO128F92F4C25',b"Cajun Honey (Cajun Lovin' Style)",0.0,103.44444,0.0,-14.314
'SONNXKA12AB018A294','TRAUNGN12903CE12A6',b"Reminissin'",0.0,363.38893,0.0,-9.983
'SOVCPCV12AAFF41B75','TRAUNIH128F92F6365','Caseta del Plater',0.0,340.53179,0.0,-16.265
'SOQMROZ12AF729B758','TRAUGQI128F4295BD1',b"In Fate's Hands (Album Version)",0.0,208.79628,0.0,-2.983
'SOILNCG12A6D4F9D6C','TRAUGLQ128F1495E6D','Tem Do de Mim (Live At El Matador_ San Francisco)',0.0,161.59302,0.0,-19.397
'SODUSRP12A6D4FA762','TRAUGTI128F4273726','Till There Was You (John Creamer & Stephane K Remix)',0.0,608.23465,0.0,-10.289
'SOFUNWZ12AB01831A9','TRAUGWY12903C9D7BE','A hist\xc3\xb3ria do inc\xc3\xaandio do jequitib\xc3\xa1 de Carangola (Part 1)',0.0,143.67302,0.0,-15.316
'SOSUVLO12A8AE487E6','TRAUGRD128F425E997','Shame',0.0,205.45261,0.0,-6.692
'SOXDBMM12A6D4F9C58','TRAUGLZ128F14AE500','Arise_ My Love (Song Of Solomon)',0.0,208.50893,0.0,-21.716
'SOCYTTZ12A8C1316EC','TRAUGWE128F42670D','What If I Forget The Champagne',0.0,312.76363,0.0,-13.455
'SOBDYCT12AB0183AF5','TRAUZVU12903CC050D',b"Remember (Walkin' In the Sand)",0.0,136.01914,0.0,-13.53
'SONXKLQ12A8C141242','TRAUZTO128F92F1E6C',b"Tappin' Out (LP Version)",0.0,199.8624,0.0,-6.077
'SOTMGME12AB017F79','TRAUZLI128E0791D51','Are You There (With Another Girl)',0.0,175.882,0.0,-13.04
'SOQUAIH12AB0181406','TRAUZTR128F9351D2A','I Wanna Be Where You Are',0.0,182.7522,0.0,-8.962
'SONWSOW12A8C13BC80','TRAUTCA128F429B624',b"Danny's All-Star Joint (LP Version)",0.0,246.62159,0.0,-14.071
'SOKLDSG12AB0188032','TRAUTNT128F933CB62','Song For Paul',0.0,164.0224,0.0,-12.836
'SOASNQV12A8AE48819','TRAUTTP128F425BDE','Charly (Trip Into Drum And Bass Version) (Remastered)',0.0,312.86812,0.0,-6.361
'SOGRXZY12A8C139043','TRAUTPD128F92F1376','Thrill Me',0.0,303.96036,0.0,-6.289
'SOFCFGG12A6D4FB5F8','TRAUTSN128F14ADD4A','Covered (The Beauty Of Simplicity Album Version)',0.0,197.98159,0.0,-14.258
'SOBZUIG12A8AE48C94','TRAUTOL128F42418E2','Girl Tonite (featuring Trey Songz)  (Explicit Chopped & Screwed Version)',0.0,259.70893,0.0,-7.482
'SOWKNZT12AC4688FC9','TRAUTBP12903D0BD6','Beautiful Lies',0.0,317.962,0.0,-10.558
'SOLRVTS12A8C139D5','TRAUTJP128F4291366','Werther - Lyric Drama in four Acts/Act III/Toute mon \xc3\xa2me est l\xc3\xa0',0.0,333.92281,0.0,-17.677
'SOVLRKB12AC4687C3','TRAUSYQ12903CE5242','World Destruction (2005 Digital Remaster)',0.0,233.63873,0.0,-7.532
'SOGEWLT12AB018A185','TRAUSAA12903CBBB7A','Theme From the Victors',0.0,142.65424,0.0,-20.139
'SOAGEUK12A8C137581','TRAUSOM128F9337BC3','Only You',0.0,175.12444,0.0,-11.778
'SOMQKIK12AB01824F5','TRAUSBV128F9344D08','Na Primeira Manh\xc3\xa3',0.0,162.84689,0.0,-9.785
'SOCZUUF12A58A7BE8C','TRAUSHD128E0795347','Wildflower',0.0,253.83138,0.0,-6.083
'SOIMAKW12AB01887BF','TRAUSVR12903CD57A5','Dolores',0.0,194.84689,0.0,-18.692
'SOIVZJD12AB0182EDD','TRAUAHG128F931C55F','Heal (The Separation) [PM Dawn Alt. Lead Mix]',0.0,280.31955,0.0,-9.198
'SOMVAUS12AB017D665','TRAUARF128F9337BD4','Motivator',0.0,301.73995,0.0,-8.874
'SOHKXAC12A58A7F6E5','TRAUAZA128F424847C','IV',0.0,147.64363,0.0,-12.063
'SOTYYYZ12A58A7D468','TRAUFHQ128F9304F9','Own Me',0.0,284.682,0.0,-11.221
'SOVQFUY12AB018A77D','TRAUFRH128F93502AC','Morghe Eshgh',0.0,224.02567,0.0,-17.661
'SOFUDES12AB018E6C8','TRAUFLO12903CCE816','Me vuelves loco',0.0,190.22322,0.0,-8.221
'SOQWLMX12A67020B04','TRAUFDN128E07926A5','Sista',0.0,231.33995,0.0,-7.99
'SOWXZFY12A8C13807F','TRAUORF128F424D160','1er Gaou',0.0,287.34649,0.0,-7.715
'SOSELMV12A6D4FCF5A','TRAUOEY128F421CBD3','Valerie',0.0,229.85098,0.0,-7.256
'SOKZIXZ12AAF3B2CEC','TRAUOLH128F92FA158','The Very Conscious',0.0,720.53506,0.0,-12.044
'SOGIUHH12A8C138CE0','TRAUOBO128F4280122','South Bound Water',0.0,189.98812,0.0,-23.005
'SOUKMIK12A6D4F671E','TRAUOXB128F146573','Ja Nun Hons Pris',0.0,35.65669,0.0,-18.161
'SORXZTW12AB0183775','TRAUOPA128F93537F2','Things You Do To Me',0.0,256.62649,0.0,-9.071
'SOZNTWU12A8C1453CF','TRAUHJH128F92CA20E','Nobody In Mind',0.0,171.65016,0.0,-20.075
'SOQSPFC12AB018C494','TRAUHXR12903CBDFE4','Run A Mile',0.0,399.82975,0.0,-7.715
'SOHWNYG12A81C208D4','TRAUHVP128F933657C','All Is One',0.0,433.94567,0.0,-7.77
'SOVAKME12AB01892EE','TRAUMEN128F9355DCC','Washes Over Me',0.0,422.24281,0.0,-10.412
'SOACDZP12AB0188A3C','TRAUMZG128F934462A','Hannikaisen baari',0.0,282.64444,0.0,-13.98
'SOQWNGK12AB01897E2','TRAUMPU12903CBD2E2','Make it up',0.0,264.14975,0.0,-11.398
'SOHJIWJ12AB0184EF9','TRAUMIT128F424DA18','Dope Nose',0.0,137.37751,0.0,-5.477
'SOWRKPT12AC468E5D5','TRAUMBG12903CF0D68','Never Alone',0.0,468.00934,0.0,-13.75
'SOIMRXV12A58A7F1B5','TRAUJLJ128E0784E7C','Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge)',0.0,246.33424,0.0,-5.268
'SOOBTKZ12A58A7B0B0','TRAUJMN128F421A8EC',b"I'll Be Glad",0.0,335.69914,0.0,-4.559
'SOUEILW12AF72A5701','TRAUJVS128F93324DA',b"Gaya's Dream",0.0,363.31057,0.0,-11.098
'SOOQPIK12A6701F1C5','TRAUJKJ128E078FA48','Fortunate Fool',0.0,228.70159,0.0,-10.736
'SOAQLJU12AB0185B2A','TRAUCHW128F9343FE2','High Horse',0.0,251.402,0.0,-7.2
'SOEUWYJ12A8C144BE8','TRAUCOY128F92FD6AC','Intro/Whatcha Gonna Do about It',0.0,288.02567,0.0,-11.088
'SOFPBVZ12A8C135C19','TRAUCTG128F4241F69','Bodyfly (Dynamix original version)',0.0,451.02975,0.0,-5.927
'SOFXZWI12AB0180B8D','TRAUCUG128F92F99CA','Brampton To Roadhead',0.0,242.93832,0.0,-9.989
'SOWEZSI12A81C21CE6','TRAUCNU128F42671E','Tu Quieres Volver',0.0,194.87302,0.0,-8.403
'SOHGUVY12A6D4FD2D5','TRAUCXI128F4216A3D','Cable',0.0,199.00036,0.0,-16.595
'SOMXAFA12AB018C537','TRAUCJN12903CB6A24','Romanza',0.0,267.7024,0.0,-18.479
'SOOCGEI12A6D4F9624','TRAUCZX128F149D9AE','Walking To Jerusalem',0.0,209.08363,0.0,-7.56
'SOBUVXZ12AC9075605','TRAUCIQ12903D00769','Calm Down Dad',0.0,143.15057,0.0,-4.737
'SOQLXRZ12AC468BC3F','TRAUCJF12903D080F2','Dragonfly',0.0,192.10404,0.0,-7.179
'SOGZRCP12AC960D91D','TRAUCVY12903CF2B1E','Bigbigkiss',0.0,213.39383,0.0,-9.559
'SODHFOI12A58A78491','TRAUDRR128F1484388','Departure / End Title (Love Theme From Night Of Dark Shadows)',0.0,115.43465,0.0,-21.277
'SOBRDLW12AC468A908','TRAUDHC12903CE6B13',b"She Don't Belong To You",0.0,224.65261,0.0,-6.278
'SOBJVKE12A8AE44914','TRAUDFG128F423AC77','Q1.1 Edit',0.0,62.92853,0.0,-23.563
'SOXMSNK12AF72A8850','TRAUDWB128F9318EA4','This Is For My Bitches',0.0,224.31302,0.0,-4.62
'SOGBMQD12AB018F2A0','TRAUDNM12903CDEF32','Let It All Go',0.0,175.5424,0.0,-4.982
'SOLUWQF12AB017DBDC','TRAUDGS128F92FC6AE','You\x19re nobody till somebody loves you',0.0,79.64689,0.0,-7.704
'SOHVCVM12AB018E396','TRAUDIS12903CC453A','Here You Come Again (LP Version)',0.0,170.44853,0.0,-9.741
'SOEDFBN12AC9072EFE','TRAUVKK12903CF3E63',b"I'm Gonna Take My Time",0.0,259.83955,0.0,-6.567
'SONRWFT12A6D4F983A','TRAUVUF128F148D1AA','Dig Up Her Bones',0.0,181.21098,0.0,-5.128
'SOMPUMW12A8C13D654','TRAUVTO128F4297AA2','Cien Anos',0.0,190.35383,0.0,-5.266
'SOXQCMS12AB018591C','TRAUVMS128F933D938','2 Fists Full Of Nothing',0.0,289.01832,0.0,-10.419
'SOCXULH12A8C13F551','TRAUVPX128F4274DC','In My Heart',0.0,338.96444,0.0,-28.406
'SOYKMPM12AB0188163','TRAUVLK12903CA55FD','Amaze',0.0,215.24853,0.0,-5.651
'SOHCGST12AB0185F64','TRAUVAR12903CBD9A4','Anfang Vom Ende',0.0,60.55138,0.0,-9.255
