artist_id,song_id
ARD8JVH1187FB4DA04,TRARCZH12903CF7D2F
ARK9W051187FB4B783,TRARCNT12903CC4767
ARBOG0H1187B99F775,TRARCSJ12903CA71D8
ARA0JEL1187B998FA3,TRARDHN128F4243072
ARIMZQZ1187B9AD541,TRARDOK128F9300AB5
ARZXVY01187B9972EC,TRARDRG128F931766E
AREE69X1187FB438D6,TRARDCR12903CE6FBE
ARRBF3M1187FB4D59F,TRARDJY128F14750EA
ARS6KFB1187FB59B12,TRARDUI12903CBF6B6
ARTT43U1187B9A9E9B,TRARDSC128F148B688
ARCLJQZ11E2835CE37,TRARVVB128F4264CEB
ARLJK1O1187B9B0FC4,TRARVSQ12903CA6A4B
ARI3Y441187FB4B921,TRARVQK128F932BFA0
ARGXIE31187FB55B48,TRARVZG128F1497359
AR6W5MS1187FB3BF47,TRARQWJ128F92E9CCA
ARFVYJI1187B9B8E13,TRARQSD128F427E2AA
ARM86R71187FB4CBB4,TRARQPW128F92EE8B8
ARY1VGA1187FB5A39E,TRARXRL128F4278709
ARWQ3M31187FB4CF01,TRARXIQ128F9354D9C
ARJXULI11F4C83C865,TRARXAN12903CBF286
AR2PT4M1187FB55B1A,TRARXGB128F42927B0
ARQOATR1187B9AE959,TRARXIT128F423DC97
ARHKQGH1187B9A4DB4,TRARXMV128F92F59C8
ARKFYS91187B98E58F,TRAREWD128F425AC6A
ARU22AM1187B9961EA,TRAREZS128F428ACED
ARZWBH21187B99ACE1,TRARESY128F42444FC
AROEVV91187B9B7F4F,TRAREOY128F93199EF
AROPC1B1187FB567E3,TRAREGG128F425A5D8
ARVN9FZ1187FB393F1,TRAREHS128F92F8E13
AROF8OV1187FB55B85,TRAREDZ12903CFB6E3
ART3KT21187FB450DC,TRARBKD128F42BA84D
AR7JPF81187B988D23,TRARBXA128F426E188
AR9JNFU1187B9B9868,TRARBYC128F92CEF3C
ARWY7I71187FB36C3D,TRARBGR128F42264D1
ARA8DDQ1187B9AE3A0,TRARBCN128F92F3559
ARL3HJZ1187B9A35EB,TRARBKI128F423DFA4
AR0N9BV1187FB3AD01,TRARBIM12903CECEE0
ARNHHIV1187FB4EA23,TRARKGW128F92EB8F9
ARQPT7O1187B9AAF4F,TRARKEH128F1463CB2
AR6IJJ41187B98C872,TRARKSW128F42758D1
ARXWAQQ1187B9AE954,TRARKXM128F14911B0
ARQM3XA1187B9A1ED6,TRARKPB12903C9B67A
ARJIHNW1187B990FAA,TRARKDV128F42500F2
AR5J8XN1187B9B712E,TRARKRC128E0791D82
ARMLLP51187B9B27B1,TRARLTG12903CF06FD
AR05XFO1187FB4DAE5,TRARLYN128F422BC3C
ARL6FF81187FB5A916,TRARLGD128F93119C1
AR8BMEQ1187B9B4214,TRARLJI128F933E881
ARON0YP1187FB4B465,TRARYQP12903CA18A4
ARSYKGV1187B9A49CD,TRARYKP128F9334BB1
ARZLS3G1187FB38347,TRARYPU128F42552CF
ARPYQNG1187FB4AF63,TRARYFU12903CAE834
AR72Q9R1187B98A664,TRARYXL128F92F939E
ARKULSX1187FB45F84,TRARYHD128F9344512
ARW1WST1187FB384DA,TRARYDZ128F9355209
ARA2ZTN1187B98E3ED,TRARPKK12903CD6066
ARJJ8I01187FB4CE98,TRARPKM128F429A7A6
ARBM4TC1187FB5CE98,TRARPZT128F932AD66
AR4CL6I11C8A4158B4,TRARPYM128F425A88B
ARH3S5S1187FB4F76B,TRARPXT128F425FDF9
ARVWNTI1269FB34C59,TRARPTJ12903CE2898
ARC87OG1187B99F540,TRARPWX128F92CD69C
AR6HA5Z1187B99C04E,TRARPOQ128F9311C86
ARWD82K1187B98CFF2,TRARWLR128F4256B07
AR5GMAV1187FB3A8F5,TRARWSY128F92FE87E
ARVJVFF1187B9B40D6,TRARWMG128F933667C
AR93RTI1187B98ECFB,TRARWXF128F9353B37
ARGS39X1187B991939,TRARWYE128F92E6C27
ARHINI31187B995C1D,TRARWYL128F423B96A
ARSOPEA1187B9B0F98,TRARWBA128F93580C7
ARUME5Q1187B9B1AA7,TRARWHW12903CE84D3
ARKBTPV1187FB38A79,TRAUREN128F931F5AB
ARR3ONV1187B9A2F59,TRAURYF128F147805D
ARAIABB1187B9AC6E2,TRAURQM128F423C581
ARXEH1P1187FB378A3,TRAURJF128F428B618
ARJ6GR01187B98D64D,TRAURBZ12903CBD56C
AR0WGXC1187B9AAC99,TRAURSF12903CBFCBA
AR11YQ81187FB3C654,TRAURRP128F4261B94
ARQHJLT11F50C4C101,TRAURXW128F428B9EC
AR358YS1187FB44A29,TRAURFD12903CBA5DD
AR1U3BY1187B9B136F,TRAUUIF128F93232FE
ARTH9041187FB43E1F,TRAUURC128E078EC6E
AR9OLFX1187B9A5762,TRAUUEG128F428F323
ARAVPU21187B993957,TRAUUQJ12903CBB6B4
ARK0TRD1187FB3BDE5,TRAUUQI128F92D8620
ARSPQ0H1187B999944,TRAUUZF128EF347CD5
ARNFTGS1187B9A465F,TRAUIOQ128F92EDC51
ARWAPYC1187FB3FCAF,TRAUIGU128F92EA6DA
AR6CLFP1187B9ACB94,TRAUIHC128F427EEF9
ARDFZE61187FB45994,TRAUIYH128E078DA2F
ARMQUXW12509412F2F,TRAUIMQ128F14932D0
AR1GYND1187B9A9CD3,TRAUIBK128F9345A79
AREW1KO1187B98E42E,TRAUNWX12903D01764
ARN5L1O1187FB4D955,TRAUNND12903CD03BC
ARGF5QG1187B9AC84F,TRAUNGN12903CE12A6
AR4YKRO1187B9B7829,TRAUGQI128F4295BD1
ARODFDS1187FB57348,TRAUGLQ128F1495E6D
ARNFLMN1187FB50BB3,TRAUGNY12903CFEFB5
ARJD6I01187FB50347,TRAUGRD128F425E997
ARHZCG01187B99E4DE,TRAUGWE128F42670DB
ARIOTFR1187B98F316,TRAUGRP128F92D84A5
ARE8HA81187B99A95F,TRAUZTO128F92F1E6C
ARBM57Q1187B9AF97C,TRAUZLI128F427EA58
ARQUFQK11F4C83C0D8,TRAUZAP128F92F281A
ARUI2ZJ1187FB3ACA5,TRAUZOU128F4260C88
ARZXLZD11E2835CEA7,TRAUZFY128F42BCE57
AREDBBQ1187B98AFF5,TRAUZED128F4274561
ARXPE571187FB4AFD0,TRAUTCA128F429B624
AR88F5X1187FB3EA17,TRAUTXO128F4263C8E
ARVESGN1187FB3E10C,TRAUTKA128F428060B
AR1E4V11187B99F400,TRAUTSN128F14ADD4A
ARSE5NP1187B9B98AB,TRAUTOL128F42418E2
ARUEYGC1187FB3D94B,TRAUTXS128F932A629
ARHEQ501187FB4F898,TRAUSQP128F4230490
AR0G47L1187B98CC6D,TRAUSAA12903CBBB7A
ARPAL0H1187B990A8E,TRAUSOM128F9337BC3
AR6G29T1187B9A99F9,TRAUSKE128F930FB12
AR4EVIX1187B993DE9,TRAUSBV128F9344D08
ARXGICZ1187FB444DD,TRAUSVR12903CD57A5
ARK8EHO1187B9B71D1,TRAUAHG128F931C55F
ARAXU5Z1187B98FECD,TRAUALF128E0781331
ARWXHRS1241B9C7A1E,TRAUAZA12903CE27E8
ARJ2PMY1187FB5B563,TRAUAMA128C71965E5
ARWR6RK1187FB3AB52,TRAUAZA128F424847C
AROJVWY1187B9A826C,TRAUAIF128F931AABA
AR2G8UI1187FB3F33C,TRAUFZP12903CF266F
ARC8CQZ1187B98DECA,TRAUFCU128F42882B7
ARSX6IX1187B9B640C,TRAUFZY12903CD738A
ARI6CSW1187B9AF09A,TRAUFRR128F930B7CC
ARB6B5K1187FB36017,TRAUFLO12903CCE816
AR0D6EL1187B9AF46B,TRAUOUZ128E078F8BB
ARWD25M1187FB4C563,TRAUOEY128F421CBD3
ARAXU5Z1187B98FECD,TRAUONA128F4255A38
ARMTTWG11F4C83E6AE,TRAUOLH128F92FA158
AR0BLA51187FB4E6CD,TRAUOPR128F933634F
ARQUMH41187B9AF699,TRAUOPE128EF367610
ARDNQ0R1187B9BA1EF,TRAUOBO128F4280122
ARIKE5O1187B997E73,TRAUOAA128F4245ECF
AR4TLW81187B99683D,TRAUOPA128F93537F2
AR3GYKU1187B996AB9,TRAUHQT128F932AF4F
AR08YJF1187B9B2D59,TRAUHJH128F92CA20E
AR12EOE1187FB3AE26,TRAUHXR12903CBDFE4
ARZCXO91187FB53708,TRAUHRT128F4283B17
AR4MCB01187B98BF5C,TRAUHVP128F933657C
ARWXHRS1241B9C7A1E,TRAUMVE12903CE05FE
ARX9YIP1187B98A656,TRAUMIX12903CE640C
AR52QY11187B99FC59,TRAUMPU12903CBD2E2
ARYDFJA1241B9CBFF2,TRAUMRB128F93377DB
ARU230L1187FB4642F,TRAUMBG12903CF0D68
AR91C8S1187B990901,TRAUJTZ12903CF7BB4
AR3FE581187FB3F90A,TRAUJLJ128E0784E7C
ARAMB6Q1187B99DE68,TRAUJEV128F92E3176
ARK3PWH1187B9A441D,TRAUJPQ128F930D4C5
ARPISA41187FB3DE42,TRAUCOY128F92FD6AC
ARQQ2VE1187B991D97,TRAUCTG128F4241F69
AR3GCDF1187B99DC06,TRAUCUG128F92F99CA
ARE2QID1187B98FA19,TRAUCPI128F4224350
AR2UQQ51187B9AC816,TRAUCNU128F42671EB
ARXWAQQ1187B9AE954,TRAUCCU128EF342E18
ARJNUTI12802FDFB5A,TRAUCJN12903CB6A24
AR3AY3R1187FB52CF0,TRAUCZX128F149D9AE
ARWSMC91187B9AD369,TRAUCIQ12903D00769
ARKN9J11187B9B210D,TRAUCSN128F148CB99
ARGJBTS1187FB4273A,TRAUCPN128F4290BDC
ARDMPZU1187B99A472,TRAUDZF128F147217A
ARDP3WW1187FB3D28C,TRAUDHC12903CE6B13
AR2CM6U1187B999EB7,TRAUDFG128F423AC77
ARNPPTH1187B9AD429,TRAUDRC128F148D15E
ARUAOGE1187B9B3D50,TRAUVAQ128F92DC677
ARCACMY11C8A42C870,TRAUVNN128F423068C
ARA1UU51187FB5A70B,TRAUVUF128F148D1AA
AR219DK1187FB4CEFC,TRAUVSF128F14A0B6F
ARDGB6U1187FB3AD07,TRAUVVR128F425A925
ARJRIM91187FB3EF9A,TRAUVPX128F4274DCB
AR3SPD91187B9B63E3,TRAUVGO128F14836DB
ARGDY4Y1187B9A334F,TRAUVAR12903CBD9A4
AREEJJK1187FB56DC7,TRAUQUO128F92F8340
ARLTW641187B9B6D3C,TRAUQOF128F423CD1F
ARH42KA11C8A416880,TRAUQKE12903CBD5B5
AR051KA1187B98B2FF,TRAUQLK128F4275BE3
AR3DLBB1187B98F3DF,TRAUQFT128F4270904
ARGRTPZ1257509D28A,TRAUXPK12903CF951E
AR79TB51187B9966E2,TRAUXPV128F4230C79
ARYQQY31187B9ABBE1,TRAUXNU12903D11493
ARS1OWB1187B99EEAD,TRAUXEU12903CD3CD7
AREBWEH1187B99EA9A,TRAUENF128F931FC35
ARHTRR71187B98F305,TRAUEIZ128F14AE167
ARSQDUN1187B98D7D7,TRAUEVU128F42B7B0A
ARY1P2B1187B9B78F5,TRAUEGP128F429B06C
ARVSEMH12086C145AA,TRAUBOA128F9312C2D
ARG9CID1187B9AB010,TRAUBMP128F9307E1C
AR49NV71187FB57689,TRAUBPL128F92E34F4
ARN5W1B1187B98BE10,TRAUBKK128F4254C97
ARWEM1D1187FB4077B,TRAUBRC128F92EF13F
ARCEOW71187B9A5A71,TRAUKIZ128F4271C85
AR35YUO1187B9AD83E,TRAUKYS128F14636CB
AR223M11187B9ADDD6,TRAUKKW12903CA89E7
AR23EC41187FB4805D,TRAUKQW128F426D339
ARSENJW1187B9B053E,TRAUKQC12903CA9374
ARTOTKA11E2835EA81,TRAUKJG128F147DAFE
ARVQ4QM1187B98AD95,TRAUKLO128F4256A09
ARS6HDE1187B99CA29,TRAULZV12903CF968F
AR1SQSG1187B9AC782,TRAULJK128F4294B58
ARJDWEA1187B9B676F,TRAULBZ128F4222E7F
AR4C6V01187FB3BAF4,TRAULOO12903CF47B6
ARXHFWE1187FB410A9,TRAUYXI12903CC7355
ARRBT8X1187FB3D242,TRAUYYW128F92E9E8F
AR18SS11187FB4852B,TRAUYLT128F427538E
AR32ETX1187B9A792F,TRAUYOD128F42647FE
ARM9D241187FB4DB7D,TRAUYLE128F424C824
ARD0FN11187B9B25CD,TRAUYNK128F425BDB9
ARGKPBC1187B9ADF8E,TRAUPAX12903CBB54D
AR3N2H11187B98AFBA,TRAUPYX128F930B426
ARE54I01187FB3AE3D,TRAUPTJ128F92DFDF8
AR5MK521187B98E0B8,TRAUPWA128F147F2CF
AR048JZ1187B9AEB85,TRAUWFN128F1462E09
ARJ438T1187B9AD503,TRAUWQL128F424696E
AROCBZZ11E2835D652,TRAUWCV12903CEE9C5
ARIQD5J1187B98D8DC,TRAUWJA12903CDAEA1
ARNUIBF1187FB4A28F,TRAUWKJ128F932E096
AR7U5BZ1187B997FFC,TRAUWWP12903CC79CB
ARJJPQP1241B9CA062,TRAUWIE128F92F6064
ARFAGIR1187B997EA1,TRAUWIL128F9334C00
ARI4RPW1187B9B862D,TRAIRVF128F932B0D6
ARZVEF91187B9AC770,TRAIRRA128F42788ED
AREBWEH1187B99EA9A,TRAIRIK128F92F0212
ARD0FN11187B9B25CD,TRAIRLU128F92D0250
AR5O6W51187FB46984,TRAIRNT128EF33FF36
AR9YV621187B99373E,TRAIRSH128F92E4B18
AR5K75Y1187B9B5F7E,TRAIUVF12903CE3456
ARKRRTF1187B9984DA,TRAIUDT128F9342510
ARMRQF21187FB54D89,TRAIUYK128F9328FCA
ARLZYDV11C8A4226B0,TRAIUVT12903CD76F3
ARPBKZF1187B996BD7,TRAIUFU128F92F4F52
ARUWB5W1187B98D7A1,TRAIUPS128F92F2825
ARHFEBO11F50C4825A,TRAIUGS128EF360F52
ART4QZC1187FB51612,TRAIUUS128F4214452
AR4W5GR1187FB51F7E,TRAIIJF128F4266603
ARKON4P1187B98B291,TRAIIVU128F14AD113
ARW1DZQ1187B9A18E0,TRAIIHN128F42AA377
AR6J3X81187FB59A7B,TRAIISE128F42AE299
AR8BMEQ1187B9B4214,TRAIIRM128F933E946
ARZS5VW1187FB567E8,TRAIIUE128E07826EC
AR3O0021187B999BC8,TRAIIEV128F934712A
AREW0021187B9AF8F9,TRAIIDR12903D06335
ARK7ZPW1187B99C170,TRAIIBP128F4252D20
ARSYHZ21187B99F5F5,TRAIIPY128F426B797
ARGNGRI11E2835D567,TRAIINI128F426C8DD
ARMIQRB12298900AFB,TRAIIRK128F934E1C0
AREVNGE11F50C49B9A,TRAINMM128F92ECF70
ARECPYG11C8A42B5BF,TRAINKW128F14AFD82
ARJ0FG21187B99F7C4,TRAIGRF128F9332355
AR6C8EJ1187FB3F473,TRAIGTJ128F425D552
ARIK8T31187B9A4D4F,TRAIGJJ128F92D5107
ARP06GY1187B98B0F0,TRAIGJV12903CEFD5E
ARKA2YS1187B9A4060,TRAIGVL12903CBD7F6
AR5GLIU1187FB4638A,TRAIGTF12903CE60BD
ARLNSD41187FB4D9A0,TRAIZWG128F428F82E
AR6J3X81187FB59A7B,TRAIZQI128F42A51F9
AR7OCK81187B98D1F1,TRAIZLC12903CE6A57
AR4R0741187FB39AF2,TRAIZRI128F1466316
ARRBINW1187B98AE6D,TRAITRS128F9308142
ARUT16P1187FB532A4,TRAITJA12903CECB2E
ARNARI81187FB3C9A7,TRAITKZ128F4266CD1
ARNUFGE1187B9B7881,TRAITOL128F148528B
ARDD5NR1187B9B61F9,TRAITHF128F423FDFE
ARZU9NI1187B9AEE08,TRAITGE128F92FAB2B
AR4FVK41187FB4BC83,TRAISYU128F427F486
ARI648V1187B9B5379,TRAISDO128F9316BD2
AR7JAMC1187B98BCF3,TRAISSE12903CE77EF
ARRZFUG1187B98AD42,TRAISVG128F42706A4
ARNZ70R1187B9A4824,TRAISAT128F42BADC2
ARNXNH81187FB52EB5,TRAISYN12903CBBCEE
AR6BUYW1187B98E221,TRAIAQY128F4291ECC
AREE69X1187FB438D6,TRAIAJT12903CED2F9
ARPDVPJ1187B9ADBE9,TRAIATD128F9331CD6
ARNCOPS1187FB5A086,TRAIAOL12903CEB667
AR2RVGR1187B9B3219,TRAIALS128F425A9E3
ARRH63Y1187FB47783,TRAIACZ128F428C60A
ARWQGYW11F4C846BF2,TRAIAWE128F427700F
ARVF2AD1187FB47580,TRAIAQH128F423B794
AROIHOI122988FEB8E,TRAIAID128F4298FF9
ARRWQW61187FB5B301,TRAIAFH128F4271742
AR9E43L1187FB566FA,TRAIFMZ128F92F335C
ARRBF3M1187FB4D59F,TRAIOWX128F14750E5
ARWSMC91187B9AD369,TRAIOKS12903CFEE8D
ARKEFM61187B9A8202,TRAIOFC128F92EB038
ARUKJUP12086C14589,TRAIHTK128F4291340
ARSVRVA1187B99228A,TRAIHHD128F9324581
ARIR1PS1187B9AFFFA,TRAIHYT128F9350C8D
ARHTHC01187B9B6D2A,TRAIHZO12903CC4C78
ARGBGC71187FB3DD0B,TRAIHIY12903CCF6D4
AR32JLC1187B9946AF,TRAIHGS12903CDE8BE
ARNNQ9E1187FB3C82F,TRAIHWC128F9331CF0
ARVAE6W1187FB3CAF3,TRAIHCX12903CEBAE1
ARALUUG1187FB58696,TRAIHSY128F1484AB6
AR8WHEJ1187B98CDCA,TRAIMGT128F935F8F2
ARVMFE61187B992463,TRAIMDW128F14B0B75
ARCK6OL1187B99B25F,TRAIMTO128F4288EEF
ARUKN9H1187B9B71C8,TRAIMFD128F92ED3CD
ARHPBZT1269FCD0B57,TRAIMJK12903CE26DA
AR0WAW61187B98B7D7,TRAIJER128F9332661
ART3O5Z1187B9AB043,TRAIJLI128F92FC94A
AR4JY8V1187B98A62F,TRAIJVF128F9309AF9
ARY6EBA1187B9AD525,TRAIJQV128F421B159
ARLYUP11187B98B92B,TRAIJVO128F145EB53
AR3KGPQ1187FB53C84,TRAIJMG12903D08168
AR2PT4M1187FB55B1A,TRAICNK128F428E555
AR7I3G21187B98B4A2,TRAICEE12903D04035
ARNLO5S1187B9B80CC,TRAICHS128E0785545
ARWXJTT1187FB509FD,TRAICIO12903CBD65B
ARO3XZQ1187FB39351,TRAICBC128F932D9F6
ARTDBI61187FB48479,TRAICFW128F42ADB39
ARKFYS91187B98E58F,TRAICXC12903CBC0FB
ARB4ZRM1187B993147,TRAICJQ12903CF2681
ARDIKTV11F43A69FA4,TRAICUK128F425E594
AR7SVRP1187FB55875,TRAIDXN128F424DC21
AR2BBHS1187FB4AE06,TRAIDGE128F4260E9F
AR32JLC1187B9946AF,TRAIDBZ12903CF5A37
ARXK4ZA1187B99753A,TRAIDHP12903D09B15
ARNNC731187FB55D14,TRAIDFK128F428A25D
ARB9WJ11187B98BF17,TRAIDMR128F9327232
ARTTIRC12086C121DC,TRAIDXI128F9307464
AR0XSOO1187B9B9E88,TRAIVNL128F422CFE2
ARQC4R31187B9A0D88,TRAIVHI128F145CC6F
ARPNY981187B9ACB75,TRAIVFK128F932C825
ARNBV1X1187B996249,TRAIVCI12903CBDE21
ARTDBI61187FB48479,TRAIVEH128E078526A
AR2O3B51187B98CD94,TRAIVVQ128F146AB17
ARXPE571187FB4AFD0,TRAIVRW128F930F6DD
AR658OS1187FB5C451,TRAIVMN128F147C5B8
AR198711187B9AD09F,TRAIQKO128F92E5970
ART8BW81187B9AC33F,TRAIQAH128F93402D2
ART62WC1187FB47E80,TRAIQGR128F4287DF7
ARNAIMI1187FB5733C,TRAIQBX12903CE8E30
ARFWZZD1187FB561F9,TRAIQDV128F92F545A
ARKZXSQ1187B9AC9F3,TRAIXFB128F423C5A8
ARGE4J31187B9B41EE,TRAIXTR128F9352D40
AROQWIB11F4C83E5DC,TRAIXEO128F424AD97
AR6RG8J1187B9A815C,TRAIXJZ12903CEDB1D
ARYML1P1187B9AF39B,TRAIXQL128F1467D66
ARF2EHS1187B994F4E,TRAIELD128F92DC682
AR126G61187B9B88A6,TRAIEUH128F93363F7
AR1VCLT1187FB4C8AC,TRAIEYQ12903CD18C5
ARLR9U31187B9A71AD,TRAIETL128F14B0696
AR3U3G01187FB58BA7,TRAIEPK128EF340961
ARPB4TX1187B98DDEA,TRAIEYB128F4212FFE
ARXKXC71187B99AA0E,TRAIEYP12903CEAF17
ARF2EHS1187B994F4E,TRAIBXQ128F425E6A5
ARVKAWO11F50C47C9A,TRAIBYS12903CAE55D
ARIP54S1187FB53259,TRAIBZF128F4275B4A
ARODP5P1187FB40142,TRAIBJP128F932B2FF
ARU2JAB1187FB50C72,TRAIBWR128F42390B3
AR0B6VD1187B99C293,TRAIKBM128F429160A
ARN8YG41187B99A480,TRAIKAW128E0785000
ARQVLQJ1187B98F11F,TRAILTN128F42796DB
ARHTHC01187B9B6D2A,TRAILUH128E0784D6D
AR5IHI31187B998618,TRAILLW128F4278C90
ARCF06I1187B995398,TRAILKS128F14A3AC9
ARGBGC71187FB3DD0B,TRAIYIW12903CCF8CB
ARBB58Y1187B9B621B,TRAIYWE128F4251FE0
ARKO7AO1187FB5664B,TRAIYFL128F427D658
ARKU3Z61187FB51DCA,TRAIYDL128E0791583
ARRH63Y1187FB47783,TRAIYZW128F9330F7D
AR0WCZW1187B99F592,TRAIYYA128F92E5A59
ARV38Z81187B98E608,TRAIYAT128F931FEA5
ARPNDSH1187B9B942F,TRAIPQN128F933A3AA
ARGC7FQ1187FB409CC,TRAIPWD128F4247FEF
ARSE5NP1187B9B98AB,TRAIPZU128F42418F0
ARS2KW51187B9B556E,TRAIPQD128F4258D24
ARFZNR41187B990AF7,TRAIPUM128F92DCC5E
AR8WHID1187FB549B1,TRAIWAY128F42557B8
ARM0RY81187B9AF248,TRAIWLU128F427DAB8
ARHY20W1187B9B8262,TRAIWMZ128F428B6D8
ARE2XN81187B98BB83,TRAIWMU128E0783D7D
ARWJEOP1187B996538,TRAIWSR128F42222BC
ARW644S1187B9B4924,TRAIWNK128F429245D
ARDQO721187FB3C6D9,TRAIWKK128F92FA8A9
AR8TCLH1187B9A85E4,TRANRGM128F932C303
ARA26TC1187B9B8505,TRANROU12903CE0B65
ARN7OQ21187FB5A6B3,TRANRYI128F424D3FB
ARCZ20M1187FB49687,TRANRXY128F4222CB4
AR78ZID1187B9B31ED,TRANRLO128F92F3BE9
ARGYHUI1187B9AC2A5,TRANRKN128F93127BB
ARZBYDY1187FB46DD7,TRANRYX128F1488B7F
ARDAE2T1187FB50796,TRANRSN12903D0E6F9
ARCCRTI11F4C845308,TRANRWD128F4258B89
ARS94L01187B9AD297,TRANRTT128F9347342
ARU2JAB1187FB50C72,TRANREH128F14AE5E5
AR4BDNG1187FB44870,TRANRFB128F1481F1E
ARGY96L1187FB410ED,TRANRGK128F932D48F
ARS8KBY1187FB4BC7E,TRANREH128F93462CF
ARIZODP1187B9AD272,TRANRGP128F1465737
ARMPIH61187FB44227,TRANUSN128F4281594
AR7Q0O91187FB4DBE7,TRANUEV128F4282392
ARNHJHU1187B98F79C,TRANULO128F422E6FE
ARLJK1O1187B9B0FC4,TRANUPI12903CA6A4F
ARDBSFT1187B9AC9C1,TRANUME128E0789D4C
AR3SEQM1187B98E9E8,TRANUKR128F427643B
AR7BODP1187B9B7766,TRANUUK128E0788284
ART4QZC1187FB51612,TRANIVG128F1484DED
ARHWVGW1187FB41479,TRANIHL128F42970BD
ARRA2F91187B9B4061,TRANIWL128F4262AB0
