title,artist_1,artist_2,artist_3,artist_4,artist_5,num_artists,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,type,analysis_url,track_href,id,uri
"""There for You""",Martin Garrix,Troye Sivan,,,,2,0.124,0.611,221904,0.644,False,0,6,0.124,-7.607,0,0.0553,105.969,4,0.13,audio_features,https://api.spotify.com/v1/audio-analysis/6jA8HL9i4QGzsj6fjoxp8Y,https://api.spotify.com/v1/tracks/6jA8HL9i4QGzsj6fjoxp8Y,6jA8HL9i4QGzsj6fjoxp8Y,spotify:track:6jA8HL9i4QGzsj6fjoxp8Y
"""Cold""",Maroon 5,Future,,,,2,0.118,0.697,234308,0.716,True,0,9,0.0424,-6.288,0,0.113,99.905,4,0.506,audio_features,https://api.spotify.com/v1/audio-analysis/21TdkDRXuAB3k90ujRU1et,https://api.spotify.com/v1/tracks/21TdkDRXuAB3k90ujRU1et,21TdkDRXuAB3k90ujRU1et,spotify:track:21TdkDRXuAB3k90ujRU1et
"""Silence""",Marshmello,Khalid,,,,2,0.256,0.52,180823,0.761,False,4.96e-06,4,0.17,-3.093,1,0.0853,141.971,4,0.286,audio_features,https://api.spotify.com/v1/audio-analysis/7vGuf3Y35N4wmASOKLUVVU,https://api.spotify.com/v1/tracks/7vGuf3Y35N4wmASOKLUVVU,7vGuf3Y35N4wmASOKLUVVU,spotify:track:7vGuf3Y35N4wmASOKLUVVU
"""Too Good At Goodbyes""",Sam Smith,,,,,1,0.652,0.698,201000,0.375,False,0,5,0.173,-8.279,1,0.0491,91.92,4,0.534,audio_features,https://api.spotify.com/v1/audio-analysis/1mXVgsBdtIVeCLJnSnmtdV,https://api.spotify.com/v1/tracks/1mXVgsBdtIVeCLJnSnmtdV,1mXVgsBdtIVeCLJnSnmtdV,spotify:track:1mXVgsBdtIVeCLJnSnmtdV
"""Just Hold On""",Steve Aoki,Louis Tomlinson,,,,2,0.00383,0.647,198774,0.932,False,1.5e-06,11,0.0574,-3.515,1,0.0824,114.991,4,0.374,audio_features,https://api.spotify.com/v1/audio-analysis/3EmmCZoqpWOTY1g2GBwJoR,https://api.spotify.com/v1/tracks/3EmmCZoqpWOTY1g2GBwJoR,3EmmCZoqpWOTY1g2GBwJoR,spotify:track:3EmmCZoqpWOTY1g2GBwJoR
"""Look What You Made Me Do""",Taylor Swift,,,,,1,0.213,0.773,211859,0.68,False,1.57e-05,9,0.122,-6.378,0,0.141,128.062,4,0.497,audio_features,https://api.spotify.com/v1/audio-analysis/6uFsE1JgZ20EXyU0JQZbUR,https://api.spotify.com/v1/tracks/6uFsE1JgZ20EXyU0JQZbUR,6uFsE1JgZ20EXyU0JQZbUR,spotify:track:6uFsE1JgZ20EXyU0JQZbUR
"""Glorious""",Macklemore,Skylar Grey,,,,2,0.0323,0.731,220454,0.794,True,2.59e-05,0,0.112,-5.126,0,0.0522,139.994,4,0.356,audio_features,https://api.spotify.com/v1/audio-analysis/0CokSRCu5hZgPxcZBaEzVE,https://api.spotify.com/v1/tracks/0CokSRCu5hZgPxcZBaEzVE,0CokSRCu5hZgPxcZBaEzVE,spotify:track:0CokSRCu5hZgPxcZBaEzVE
"""Starving""",Hailee Steinfeld,Grey,Zedd,,,3,0.414,0.668,181933,0.613,True,0,4,0.102,-4.225,1,0.102,99.852,4,0.498,audio_features,https://api.spotify.com/v1/audio-analysis/6875MeXyCW0wLyT72Eetmo,https://api.spotify.com/v1/tracks/6875MeXyCW0wLyT72Eetmo,6875MeXyCW0wLyT72Eetmo,spotify:track:6875MeXyCW0wLyT72Eetmo
"""Reggaetón Lento (Bailemos)""",CNCO,,,,,1,0.4,0.761,222560,0.838,False,0,4,0.176,-3.073,0,0.0502,93.974,4,0.71,audio_features,https://api.spotify.com/v1/audio-analysis/3AEZUABDXNtecAOSC1qTfo,https://api.spotify.com/v1/tracks/3AEZUABDXNtecAOSC1qTfo,3AEZUABDXNtecAOSC1qTfo,spotify:track:3AEZUABDXNtecAOSC1qTfo
"""Weak""",AJR,,,,,1,0.137,0.673,201160,0.637,False,0,5,0.184,-4.518,1,0.0429,123.98,4,0.678,audio_features,https://api.spotify.com/v1/audio-analysis/3E2Zh20GDCR9B1EYjfXWyv,https://api.spotify.com/v1/tracks/3E2Zh20GDCR9B1EYjfXWyv,3E2Zh20GDCR9B1EYjfXWyv,spotify:track:3E2Zh20GDCR9B1EYjfXWyv
"""Side To Side""",Ariana Grande,Nicki Minaj,,,,2,0.0408,0.648,226160,0.738,True,0,6,0.292,-5.883,0,0.247,159.145,4,0.603,audio_features,https://api.spotify.com/v1/audio-analysis/4pLwZjInHj3SimIyN9SnOz,https://api.spotify.com/v1/tracks/4pLwZjInHj3SimIyN9SnOz,4pLwZjInHj3SimIyN9SnOz,spotify:track:4pLwZjInHj3SimIyN9SnOz
"""Otra Vez""",Zion & Lennox,J Balvin,,,,2,0.0559,0.832,209453,0.772,False,0.000486,10,0.44,-5.429,1,0.1,96.016,4,0.704,audio_features,https://api.spotify.com/v1/audio-analysis/3QwBODjSEzelZyVjxPOHdq,https://api.spotify.com/v1/tracks/3QwBODjSEzelZyVjxPOHdq,3QwBODjSEzelZyVjxPOHdq,spotify:track:3QwBODjSEzelZyVjxPOHdq
"""I Like Me Better""",Lauv,,,,,1,0.535,0.752,197437,0.505,False,2.55e-06,9,0.104,-7.621,1,0.253,91.97,4,0.419,audio_features,https://api.spotify.com/v1/audio-analysis/1wjzFQodRWrPcQ0AnYnvQ9,https://api.spotify.com/v1/tracks/1wjzFQodRWrPcQ0AnYnvQ9,1wjzFQodRWrPcQ0AnYnvQ9,spotify:track:1wjzFQodRWrPcQ0AnYnvQ9
"""In the Name of Love""",Martin Garrix,Bebe Rexha,,,,2,0.0592,0.49,195840,0.485,False,0,4,0.337,-6.237,0,0.0406,133.889,4,0.196,audio_features,https://api.spotify.com/v1/audio-analysis/04DwTuZ2VBdJCCC5TROn7L,https://api.spotify.com/v1/tracks/04DwTuZ2VBdJCCC5TROn7L,04DwTuZ2VBdJCCC5TROn7L,spotify:track:04DwTuZ2VBdJCCC5TROn7L
"""Cold Water""",Major Lazer,Justin Bieber,MØ,,,3,0.0736,0.608,185352,0.798,False,0,6,0.156,-5.092,0,0.0432,92.943,4,0.501,audio_features,https://api.spotify.com/v1/audio-analysis/6DNtNfH8hXkqOX1sjqmI7p,https://api.spotify.com/v1/tracks/6DNtNfH8hXkqOX1sjqmI7p,6DNtNfH8hXkqOX1sjqmI7p,spotify:track:6DNtNfH8hXkqOX1sjqmI7p
"""Malibu""",Miley Cyrus,,,,,1,0.0767,0.573,231907,0.781,False,2.64e-05,8,0.0813,-6.406,1,0.0555,139.934,4,0.343,audio_features,https://api.spotify.com/v1/audio-analysis/1UZOjK1BwmwWU14Erba9CZ,https://api.spotify.com/v1/tracks/1UZOjK1BwmwWU14Erba9CZ,1UZOjK1BwmwWU14Erba9CZ,spotify:track:1UZOjK1BwmwWU14Erba9CZ
"""All Night""",The Vamps,Matoma,,,,2,0.0038,0.544,197640,0.809,False,0,8,0.323,-5.098,1,0.0363,145.017,4,0.448,audio_features,https://api.spotify.com/v1/audio-analysis/4b4KcovePX8Ke2cLIQTLM0,https://api.spotify.com/v1/tracks/4b4KcovePX8Ke2cLIQTLM0,4b4KcovePX8Ke2cLIQTLM0,spotify:track:4b4KcovePX8Ke2cLIQTLM0
"""Hear Me Now""",Alok,Bruno Martini,Zeeba,,,3,0.586,0.789,192846,0.442,False,0.00366,11,0.0927,-7.844,1,0.0421,121.971,4,0.45,audio_features,https://api.spotify.com/v1/audio-analysis/1a5Yu5L18qNxVhXx38njON,https://api.spotify.com/v1/tracks/1a5Yu5L18qNxVhXx38njON,1a5Yu5L18qNxVhXx38njON,spotify:track:1a5Yu5L18qNxVhXx38njON
"""Your Song""",Rita Ora,,,,,1,0.158,0.855,180757,0.624,False,0,1,0.0513,-4.093,1,0.0488,117.959,4,0.962,audio_features,https://api.spotify.com/v1/audio-analysis/4c2W3VKsOFoIg2SFaO6DY5,https://api.spotify.com/v1/tracks/4c2W3VKsOFoIg2SFaO6DY5,4c2W3VKsOFoIg2SFaO6DY5,spotify:track:4c2W3VKsOFoIg2SFaO6DY5
"""Ahora Dice""",Chris Jeday,J Balvin,Ozuna,Arcangel,,4,0.246,0.708,271080,0.693,False,0,6,0.129,-5.516,1,0.138,143.965,4,0.427,audio_features,https://api.spotify.com/v1/audio-analysis/22eADXu8DfOAUEDw4vU8qy,https://api.spotify.com/v1/tracks/22eADXu8DfOAUEDw4vU8qy,22eADXu8DfOAUEDw4vU8qy,spotify:track:22eADXu8DfOAUEDw4vU8qy
"""Friends""",Justin Bieber,BloodPop®,,,,2,0.00459,0.744,189467,0.739,False,0,8,0.306,-5.35,1,0.0387,104.99,4,0.649,audio_features,https://api.spotify.com/v1/audio-analysis/7nZmah2llfvLDiUjm0kiyz,https://api.spotify.com/v1/tracks/7nZmah2llfvLDiUjm0kiyz,7nZmah2llfvLDiUjm0kiyz,spotify:track:7nZmah2llfvLDiUjm0kiyz
"""Bank Account""",21 Savage,,,,,1,0.0151,0.884,220307,0.346,True,7.04e-06,8,0.0871,-8.228,0,0.351,75.016,4,0.376,audio_features,https://api.spotify.com/v1/audio-analysis/2fQrGHiQOvpL9UgPvtYy6G,https://api.spotify.com/v1/tracks/2fQrGHiQOvpL9UgPvtYy6G,2fQrGHiQOvpL9UgPvtYy6G,spotify:track:2fQrGHiQOvpL9UgPvtYy6G
"""Bad Things""",Machine Gun Kelly,Camila Cabello,,,,2,0.214,0.697,239293,0.691,False,0,2,0.185,-4.757,1,0.146,137.853,4,0.305,audio_features,https://api.spotify.com/v1/audio-analysis/1PSBzsahR2AKwLJgx8ehBj,https://api.spotify.com/v1/tracks/1PSBzsahR2AKwLJgx8ehBj,1PSBzsahR2AKwLJgx8ehBj,spotify:track:1PSBzsahR2AKwLJgx8ehBj
"""Don't Let Me Down""",The Chainsmokers,Daya,,,,2,0.16,0.542,208053,0.859,False,0.00466,11,0.137,-5.651,1,0.197,159.797,4,0.403,audio_features,https://api.spotify.com/v1/audio-analysis/0QsvXIfqM0zZoerQfsI9lm,https://api.spotify.com/v1/tracks/0QsvXIfqM0zZoerQfsI9lm,0QsvXIfqM0zZoerQfsI9lm,spotify:track:0QsvXIfqM0zZoerQfsI9lm
"""Body Like A Back Road""",Sam Hunt,,,,,1,0.463,0.731,165387,0.469,False,1.04e-06,5,0.103,-7.226,1,0.0326,98.963,4,0.631,audio_features,https://api.spotify.com/v1/audio-analysis/7mldq42yDuxiUNn08nvzHO,https://api.spotify.com/v1/tracks/7mldq42yDuxiUNn08nvzHO,7mldq42yDuxiUNn08nvzHO,spotify:track:7mldq42yDuxiUNn08nvzHO
"""Now Or Never""",Halsey,,,,,1,0.107,0.67,214802,0.585,False,1.11e-06,6,0.131,-4.861,0,0.0354,110.03,4,0.447,audio_features,https://api.spotify.com/v1/audio-analysis/7i2DJ88J7jQ8K7zqFX2fW8,https://api.spotify.com/v1/tracks/7i2DJ88J7jQ8K7zqFX2fW8,7i2DJ88J7jQ8K7zqFX2fW8,spotify:track:7i2DJ88J7jQ8K7zqFX2fW8
"""Dusk Till Dawn""",ZAYN,Sia,,,,2,0.101,0.258,239000,0.437,False,1.27e-06,11,0.106,-6.593,0,0.039,180.043,4,0.0967,audio_features,https://api.spotify.com/v1/audio-analysis/1j4kHkkpqZRBwE0A4CN4Yv,https://api.spotify.com/v1/tracks/1j4kHkkpqZRBwE0A4CN4Yv,1j4kHkkpqZRBwE0A4CN4Yv,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv
